Plan Name,Slug,Cost USD,Retail USD,Retail USD,Direct Link,Shop Link
"North America 10GB 30Days",NA-3_10_30,15.20,19.06,19.06,"https://asim.esimqr.link/pay/usd/NA-3_10_30","https://asim.esimqr.link/?slug=NA-3_10_30"
"North America 20GB 90Days",NA-3_20_90,27.00,32.95,32.95,"https://asim.esimqr.link/pay/usd/NA-3_20_90","https://asim.esimqr.link/?slug=NA-3_20_90"
"North America 20GB 30Days",NA-3_20_30,29.00,35.30,35.30,"https://asim.esimqr.link/pay/usd/NA-3_20_30","https://asim.esimqr.link/?slug=NA-3_20_30"
"North America 50GB 180Days",NA-3_50_180,58.00,69.42,69.42,"https://asim.esimqr.link/pay/usd/NA-3_50_180","https://asim.esimqr.link/?slug=NA-3_50_180"
"USA & Canada 500MB/Day",USCA-2_0.5_Daily,1.10,2.48,2.48,"https://asim.esimqr.link/pay/usd/USCA-2_0.5_Daily","https://asim.esimqr.link/?slug=USCA-2_0.5_Daily"
"USA & Canada 1GB/Day",USCA-2_1_Daily,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/USCA-2_1_Daily","https://asim.esimqr.link/?slug=USCA-2_1_Daily"
"USA & Canada 1GB 7Days",USCA-2_1_7,1.93,3.45,3.45,"https://asim.esimqr.link/pay/usd/USCA-2_1_7","https://asim.esimqr.link/?slug=USCA-2_1_7"
"USA & Canada 2GB/Day",USCA-2_2_Daily,3.00,4.71,4.71,"https://asim.esimqr.link/pay/usd/USCA-2_2_Daily","https://asim.esimqr.link/?slug=USCA-2_2_Daily"
"USA & Canada 3GB 15Days",USCA-2_3_15,5.15,7.24,7.24,"https://asim.esimqr.link/pay/usd/USCA-2_3_15","https://asim.esimqr.link/?slug=USCA-2_3_15"
"USA & Canada 3GB 30Days",USCA-2_3_30,5.50,7.65,7.65,"https://asim.esimqr.link/pay/usd/USCA-2_3_30","https://asim.esimqr.link/?slug=USCA-2_3_30"
"USA & Canada 5GB 30Days",USCA-2_5_30,8.60,11.30,11.30,"https://asim.esimqr.link/pay/usd/USCA-2_5_30","https://asim.esimqr.link/?slug=USCA-2_5_30"
"USA & Canada 10GB 30Days",USCA-2_10_30,16.00,20.00,20.00,"https://asim.esimqr.link/pay/usd/USCA-2_10_30","https://asim.esimqr.link/?slug=USCA-2_10_30"
"USA & Canada 20GB 30Days",USCA-2_20_30,30.00,36.48,36.48,"https://asim.esimqr.link/pay/usd/USCA-2_20_30","https://asim.esimqr.link/?slug=USCA-2_20_30"
"China ( HK Macao) 500MB/Day",CN-3_0.5_Daily,0.90,2.24,2.24,"https://asim.esimqr.link/pay/usd/CN-3_0.5_Daily","https://asim.esimqr.link/?slug=CN-3_0.5_Daily"
"China ( HK Macao) 1GB 7Days",CN-3_1_7,1.50,2.95,2.95,"https://asim.esimqr.link/pay/usd/CN-3_1_7","https://asim.esimqr.link/?slug=CN-3_1_7"
"China ( HK Macao) 1GB/Day",CN-3_1_Daily,1.60,3.06,3.06,"https://asim.esimqr.link/pay/usd/CN-3_1_Daily","https://asim.esimqr.link/?slug=CN-3_1_Daily"
"China ( HK Macao) 2GB/Day",CN-3_2_Daily,2.50,4.12,4.12,"https://asim.esimqr.link/pay/usd/CN-3_2_Daily","https://asim.esimqr.link/?slug=CN-3_2_Daily"
"China ( HK Macao) 3GB 15Days",CN-3_3_15,3.70,5.53,5.53,"https://asim.esimqr.link/pay/usd/CN-3_3_15","https://asim.esimqr.link/?slug=CN-3_3_15"
"China ( HK Macao) 3GB/Day",CN-3_3_Daily,3.80,5.65,5.65,"https://asim.esimqr.link/pay/usd/CN-3_3_Daily","https://asim.esimqr.link/?slug=CN-3_3_Daily"
"China ( HK Macao) 3GB 30Days",CN-3_3_30,3.90,5.77,5.77,"https://asim.esimqr.link/pay/usd/CN-3_3_30","https://asim.esimqr.link/?slug=CN-3_3_30"
"China ( HK Macao) 5GB 30Days",CN-3_5_30,5.70,7.89,7.89,"https://asim.esimqr.link/pay/usd/CN-3_5_30","https://asim.esimqr.link/?slug=CN-3_5_30"
"China ( HK Macao) 10GB 30Days",CN-3_10_30,9.90,12.83,12.83,"https://asim.esimqr.link/pay/usd/CN-3_10_30","https://asim.esimqr.link/?slug=CN-3_10_30"
"China ( HK Macao) 20GB 30Days",CN-3_20_30,16.80,20.95,20.95,"https://asim.esimqr.link/pay/usd/CN-3_20_30","https://asim.esimqr.link/?slug=CN-3_20_30"
"China ( HK Macao) 50GB 30Days",CN-3_50_30,34.80,42.12,42.12,"https://asim.esimqr.link/pay/usd/CN-3_50_30","https://asim.esimqr.link/?slug=CN-3_50_30"
"China ( HK Macao) 50GB 180Days",CN-3_50_180,37.00,44.71,44.71,"https://asim.esimqr.link/pay/usd/CN-3_50_180","https://asim.esimqr.link/?slug=CN-3_50_180"
"China & Japan & South Korea 500MB/Day",CNJPKR-3_0.5_Daily,1.20,2.59,2.59,"https://asim.esimqr.link/pay/usd/CNJPKR-3_0.5_Daily","https://asim.esimqr.link/?slug=CNJPKR-3_0.5_Daily"
"China & Japan & South Korea 1GB/Day",CNJPKR-3_1_Daily,2.20,3.77,3.77,"https://asim.esimqr.link/pay/usd/CNJPKR-3_1_Daily","https://asim.esimqr.link/?slug=CNJPKR-3_1_Daily"
"China & Japan & South Korea 1GB 7Days",CNJPKR-3_1_7,2.30,3.89,3.89,"https://asim.esimqr.link/pay/usd/CNJPKR-3_1_7","https://asim.esimqr.link/?slug=CNJPKR-3_1_7"
"China & Japan & South Korea 2GB/Day",CNJPKR-3_2_Daily,4.30,6.24,6.24,"https://asim.esimqr.link/pay/usd/CNJPKR-3_2_Daily","https://asim.esimqr.link/?slug=CNJPKR-3_2_Daily"
"China & Japan & South Korea 3GB 15Days",CNJPKR-3_3_15,5.70,7.89,7.89,"https://asim.esimqr.link/pay/usd/CNJPKR-3_3_15","https://asim.esimqr.link/?slug=CNJPKR-3_3_15"
"China & Japan & South Korea 3GB 30Days",CNJPKR-3_3_30,5.90,8.12,8.12,"https://asim.esimqr.link/pay/usd/CNJPKR-3_3_30","https://asim.esimqr.link/?slug=CNJPKR-3_3_30"
"China & Japan & South Korea 5GB 30Days",CNJPKR-3_5_30,8.80,11.53,11.53,"https://asim.esimqr.link/pay/usd/CNJPKR-3_5_30","https://asim.esimqr.link/?slug=CNJPKR-3_5_30"
"China & Japan & South Korea 10GB 30Days",CNJPKR-3_10_30,15.20,19.06,19.06,"https://asim.esimqr.link/pay/usd/CNJPKR-3_10_30","https://asim.esimqr.link/?slug=CNJPKR-3_10_30"
"China & Japan & South Korea 20GB 30Days",CNJPKR-3_20_30,25.00,30.59,30.59,"https://asim.esimqr.link/pay/usd/CNJPKR-3_20_30","https://asim.esimqr.link/?slug=CNJPKR-3_20_30"
"Central Asia 500MB/Day",AS-5_0.5_Daily,0.60,1.89,1.89,"https://asim.esimqr.link/pay/usd/AS-5_0.5_Daily","https://asim.esimqr.link/?slug=AS-5_0.5_Daily"
"Central Asia 1GB/Day",AS-5_1_Daily,1.40,2.83,2.83,"https://asim.esimqr.link/pay/usd/AS-5_1_Daily","https://asim.esimqr.link/?slug=AS-5_1_Daily"
"Central Asia 1GB 7Days",AS-5_1_7,1.40,2.83,2.83,"https://asim.esimqr.link/pay/usd/AS-5_1_7","https://asim.esimqr.link/?slug=AS-5_1_7"
"Central Asia 3GB 30Days",AS-5_3_30,4.00,5.89,5.89,"https://asim.esimqr.link/pay/usd/AS-5_3_30","https://asim.esimqr.link/?slug=AS-5_3_30"
"Central Asia 5GB/Day",AS-5_5_Daily,6.00,8.24,8.24,"https://asim.esimqr.link/pay/usd/AS-5_5_Daily","https://asim.esimqr.link/?slug=AS-5_5_Daily"
"Central Asia 5GB 30Days",AS-5_5_30,6.80,9.18,9.18,"https://asim.esimqr.link/pay/usd/AS-5_5_30","https://asim.esimqr.link/?slug=AS-5_5_30"
"Central Asia 10GB/Day",AS-5_10_Daily,10.80,13.89,13.89,"https://asim.esimqr.link/pay/usd/AS-5_10_Daily","https://asim.esimqr.link/?slug=AS-5_10_Daily"
"Central Asia 10GB 30Days",AS-5_10_30,12.80,16.24,16.24,"https://asim.esimqr.link/pay/usd/AS-5_10_30","https://asim.esimqr.link/?slug=AS-5_10_30"
"Singapore & Malaysia & Thailand 500MB/Day",SGMYTH-3_0.5_Daily,0.60,1.89,1.89,"https://asim.esimqr.link/pay/usd/SGMYTH-3_0.5_Daily","https://asim.esimqr.link/?slug=SGMYTH-3_0.5_Daily"
"Singapore & Malaysia & Thailand 1GB/Day",SGMYTH-3_1_Daily,1.00,2.36,2.36,"https://asim.esimqr.link/pay/usd/SGMYTH-3_1_Daily","https://asim.esimqr.link/?slug=SGMYTH-3_1_Daily"
"Singapore & Malaysia & Thailand 1GB 7Days",SGMYTH-3_1_7,1.10,2.48,2.48,"https://asim.esimqr.link/pay/usd/SGMYTH-3_1_7","https://asim.esimqr.link/?slug=SGMYTH-3_1_7"
"Singapore & Malaysia & Thailand 2GB/Day",SGMYTH-3_2_Daily,2.00,3.53,3.53,"https://asim.esimqr.link/pay/usd/SGMYTH-3_2_Daily","https://asim.esimqr.link/?slug=SGMYTH-3_2_Daily"
"Singapore & Malaysia & Thailand 3GB 15Days",SGMYTH-3_3_15,2.80,4.48,4.48,"https://asim.esimqr.link/pay/usd/SGMYTH-3_3_15","https://asim.esimqr.link/?slug=SGMYTH-3_3_15"
"Singapore & Malaysia & Thailand 3GB 30Days",SGMYTH-3_3_30,3.00,4.71,4.71,"https://asim.esimqr.link/pay/usd/SGMYTH-3_3_30","https://asim.esimqr.link/?slug=SGMYTH-3_3_30"
"Singapore & Malaysia & Thailand 5GB 30Days",SGMYTH-3_5_30,4.40,6.36,6.36,"https://asim.esimqr.link/pay/usd/SGMYTH-3_5_30","https://asim.esimqr.link/?slug=SGMYTH-3_5_30"
"Singapore & Malaysia & Thailand 10GB 30Days",SGMYTH-3_10_30,7.60,10.12,10.12,"https://asim.esimqr.link/pay/usd/SGMYTH-3_10_30","https://asim.esimqr.link/?slug=SGMYTH-3_10_30"
"Singapore & Malaysia & Thailand 20GB 30Days",SGMYTH-3_20_30,12.90,16.36,16.36,"https://asim.esimqr.link/pay/usd/SGMYTH-3_20_30","https://asim.esimqr.link/?slug=SGMYTH-3_20_30"
"Afghanistan 500MB/Day",AF_0.5_Daily,2.60,4.24,3.99,"https://asim.esimqr.link/pay/usd/AF_0.5_Daily","https://asim.esimqr.link/?slug=AF_0.5_Daily"
"Afghanistan 1GB/Day",AF_1_Daily,4.00,5.89,5.99,"https://asim.esimqr.link/pay/usd/AF_1_Daily","https://asim.esimqr.link/?slug=AF_1_Daily"
"Afghanistan 1GB 7Days",AF_1_7,4.50,6.48,6.99,"https://asim.esimqr.link/pay/usd/AF_1_7","https://asim.esimqr.link/?slug=AF_1_7"
"Afghanistan 2GB/Day",AF_2_Daily,6.90,9.30,9.99,"https://asim.esimqr.link/pay/usd/AF_2_Daily","https://asim.esimqr.link/?slug=AF_2_Daily"
"Afghanistan 3GB 15Days",AF_3_15,11.80,15.06,14.99,"https://asim.esimqr.link/pay/usd/AF_3_15","https://asim.esimqr.link/?slug=AF_3_15"
"Afghanistan 3GB 30Days",AF_3_30,12.50,15.89,16.00,"https://asim.esimqr.link/pay/usd/AF_3_30","https://asim.esimqr.link/?slug=AF_3_30"
"Afghanistan 5GB 30Days",AF_5_30,19.60,24.24,24.99,"https://asim.esimqr.link/pay/usd/AF_5_30","https://asim.esimqr.link/?slug=AF_5_30"
"Afghanistan 10GB 30Days",AF_10_30,36.80,44.48,39.99,"https://asim.esimqr.link/pay/usd/AF_10_30","https://asim.esimqr.link/?slug=AF_10_30"
"Afghanistan 20GB 30Days",AF_20_30,68.60,81.89,75.99,"https://asim.esimqr.link/pay/usd/AF_20_30","https://asim.esimqr.link/?slug=AF_20_30"
"Aland Islands 500MB/Day",AX_0.5_Daily,0.95,2.30,2.30,"https://asim.esimqr.link/pay/usd/AX_0.5_Daily","https://asim.esimqr.link/?slug=AX_0.5_Daily"
"Aland Islands 1GB/Day",AX_1_Daily,1.70,3.18,3.18,"https://asim.esimqr.link/pay/usd/AX_1_Daily","https://asim.esimqr.link/?slug=AX_1_Daily"
"Aland Islands 1GB 7Days",AX_1_7,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/AX_1_7","https://asim.esimqr.link/?slug=AX_1_7"
"Aland Islands 3GB 15Days",AX_3_15,3.10,4.83,4.83,"https://asim.esimqr.link/pay/usd/AX_3_15","https://asim.esimqr.link/?slug=AX_3_15"
"Aland Islands 3GB 30Days",AX_3_30,3.16,4.90,4.90,"https://asim.esimqr.link/pay/usd/AX_3_30","https://asim.esimqr.link/?slug=AX_3_30"
"Aland Islands 2GB/Day",AX_2_Daily,3.20,4.95,4.95,"https://asim.esimqr.link/pay/usd/AX_2_Daily","https://asim.esimqr.link/?slug=AX_2_Daily"
"Aland Islands 5GB 30Days",AX_5_30,5.27,7.38,7.38,"https://asim.esimqr.link/pay/usd/AX_5_30","https://asim.esimqr.link/?slug=AX_5_30"
"Aland Islands 10GB 30Days",AX_10_30,10.53,13.57,13.57,"https://asim.esimqr.link/pay/usd/AX_10_30","https://asim.esimqr.link/?slug=AX_10_30"
"Aland Islands 20GB 30Days",AX_20_30,20.00,24.71,24.71,"https://asim.esimqr.link/pay/usd/AX_20_30","https://asim.esimqr.link/?slug=AX_20_30"
"Albania 100MB 7Days",AL_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/AL_0.1_7","https://asim.esimqr.link/?slug=AL_0.1_7"
"Albania 500MB 7Days",AL_0.5_7,1.00,2.36,2.36,"https://asim.esimqr.link/pay/usd/AL_0.5_7","https://asim.esimqr.link/?slug=AL_0.5_7"
"Albania 500MB/Day",AL_0.5_Daily,1.60,3.06,3.06,"https://asim.esimqr.link/pay/usd/AL_0.5_Daily","https://asim.esimqr.link/?slug=AL_0.5_Daily"
"Albania 1GB 7Days",AL_1_7,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/AL_1_7","https://asim.esimqr.link/?slug=AL_1_7"
"Albania 1GB/Day",AL_1_Daily,1.80,3.30,3.30,"https://asim.esimqr.link/pay/usd/AL_1_Daily","https://asim.esimqr.link/?slug=AL_1_Daily"
"Albania 2GB/Day",AL_2_Daily,3.60,5.42,5.42,"https://asim.esimqr.link/pay/usd/AL_2_Daily","https://asim.esimqr.link/?slug=AL_2_Daily"
"Albania 3GB 15Days",AL_3_15,4.60,6.59,6.59,"https://asim.esimqr.link/pay/usd/AL_3_15","https://asim.esimqr.link/?slug=AL_3_15"
"Albania 3GB 30Days",AL_3_30,4.70,6.71,6.71,"https://asim.esimqr.link/pay/usd/AL_3_30","https://asim.esimqr.link/?slug=AL_3_30"
"Albania 5GB 30Days",AL_5_30,9.00,11.77,11.77,"https://asim.esimqr.link/pay/usd/AL_5_30","https://asim.esimqr.link/?slug=AL_5_30"
"Albania 10GB 30Days",AL_10_30,15.00,18.83,18.83,"https://asim.esimqr.link/pay/usd/AL_10_30","https://asim.esimqr.link/?slug=AL_10_30"
"Albania 20GB 30Days",AL_20_30,24.00,29.42,29.42,"https://asim.esimqr.link/pay/usd/AL_20_30","https://asim.esimqr.link/?slug=AL_20_30"
"Algeria 100MB 7Days",DZ_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/DZ_0.1_7","https://asim.esimqr.link/?slug=DZ_0.1_7"
"Algeria 500MB/Day",DZ_0.5_Daily,0.50,1.77,1.77,"https://asim.esimqr.link/pay/usd/DZ_0.5_Daily","https://asim.esimqr.link/?slug=DZ_0.5_Daily"
"Algeria 500MB 7Days",DZ_0.5_7,0.60,1.89,1.89,"https://asim.esimqr.link/pay/usd/DZ_0.5_7","https://asim.esimqr.link/?slug=DZ_0.5_7"
"Algeria 1GB/Day",DZ_1_Daily,0.80,2.12,2.12,"https://asim.esimqr.link/pay/usd/DZ_1_Daily","https://asim.esimqr.link/?slug=DZ_1_Daily"
"Algeria 1GB 7Days",DZ_1_7,1.10,2.48,2.48,"https://asim.esimqr.link/pay/usd/DZ_1_7","https://asim.esimqr.link/?slug=DZ_1_7"
"Algeria 2GB/Day",DZ_2_Daily,1.40,2.83,2.83,"https://asim.esimqr.link/pay/usd/DZ_2_Daily","https://asim.esimqr.link/?slug=DZ_2_Daily"
"Algeria 3GB 15Days",DZ_3_15,2.80,4.48,4.48,"https://asim.esimqr.link/pay/usd/DZ_3_15","https://asim.esimqr.link/?slug=DZ_3_15"
"Algeria 3GB 30Days",DZ_3_30,3.00,4.71,4.71,"https://asim.esimqr.link/pay/usd/DZ_3_30","https://asim.esimqr.link/?slug=DZ_3_30"
"Algeria 5GB 30Days",DZ_5_30,4.40,6.36,6.36,"https://asim.esimqr.link/pay/usd/DZ_5_30","https://asim.esimqr.link/?slug=DZ_5_30"
"Algeria 10GB 30Days",DZ_10_30,7.60,10.12,10.12,"https://asim.esimqr.link/pay/usd/DZ_10_30","https://asim.esimqr.link/?slug=DZ_10_30"
"Algeria 20GB 30Days",DZ_20_30,12.90,16.36,16.36,"https://asim.esimqr.link/pay/usd/DZ_20_30","https://asim.esimqr.link/?slug=DZ_20_30"
"Algeria 50GB 30Days",DZ_50_30,29.50,35.89,35.89,"https://asim.esimqr.link/pay/usd/DZ_50_30","https://asim.esimqr.link/?slug=DZ_50_30"
"Argentina 100MB 7Days",AR_0.1_7,0.46,1.72,1.72,"https://asim.esimqr.link/pay/usd/AR_0.1_7","https://asim.esimqr.link/?slug=AR_0.1_7"
"Argentina 500MB/Day",AR_0.5_Daily,1.90,3.42,3.42,"https://asim.esimqr.link/pay/usd/AR_0.5_Daily","https://asim.esimqr.link/?slug=AR_0.5_Daily"
"Argentina 500MB 7Days",AR_0.5_7,2.00,3.53,3.53,"https://asim.esimqr.link/pay/usd/AR_0.5_7","https://asim.esimqr.link/?slug=AR_0.5_7"
"Argentina 1GB/Day",AR_1_Daily,3.40,5.18,5.18,"https://asim.esimqr.link/pay/usd/AR_1_Daily","https://asim.esimqr.link/?slug=AR_1_Daily"
"Argentina 1GB 7Days",AR_1_7,3.60,5.42,5.42,"https://asim.esimqr.link/pay/usd/AR_1_7","https://asim.esimqr.link/?slug=AR_1_7"
"Argentina 2GB/Day",AR_2_Daily,6.60,8.95,8.95,"https://asim.esimqr.link/pay/usd/AR_2_Daily","https://asim.esimqr.link/?slug=AR_2_Daily"
"Argentina 3GB 15Days",AR_3_15,8.90,11.65,11.65,"https://asim.esimqr.link/pay/usd/AR_3_15","https://asim.esimqr.link/?slug=AR_3_15"
"Argentina 3GB 30Days",AR_3_30,9.00,11.77,11.77,"https://asim.esimqr.link/pay/usd/AR_3_30","https://asim.esimqr.link/?slug=AR_3_30"
"Argentina 5GB 30Days",AR_5_30,14.00,17.65,17.65,"https://asim.esimqr.link/pay/usd/AR_5_30","https://asim.esimqr.link/?slug=AR_5_30"
"Argentina 10GB 30Days",AR_10_30,26.00,31.77,31.77,"https://asim.esimqr.link/pay/usd/AR_10_30","https://asim.esimqr.link/?slug=AR_10_30"
"Argentina 20GB 30Days",AR_20_30,40.00,48.24,48.24,"https://asim.esimqr.link/pay/usd/AR_20_30","https://asim.esimqr.link/?slug=AR_20_30"
"Armenia 100MB 7Days",AM_0.1_7,0.45,1.71,1.71,"https://asim.esimqr.link/pay/usd/AM_0.1_7","https://asim.esimqr.link/?slug=AM_0.1_7"
"Armenia 500MB/Day",AM_0.5_Daily,1.90,3.42,3.42,"https://asim.esimqr.link/pay/usd/AM_0.5_Daily","https://asim.esimqr.link/?slug=AM_0.5_Daily"
"Armenia 500MB 7Days",AM_0.5_7,1.90,3.42,3.42,"https://asim.esimqr.link/pay/usd/AM_0.5_7","https://asim.esimqr.link/?slug=AM_0.5_7"
"Armenia 1GB 7Days",AM_1_7,3.90,5.77,5.77,"https://asim.esimqr.link/pay/usd/AM_1_7","https://asim.esimqr.link/?slug=AM_1_7"
"Armenia 1GB/Day",AM_1_Daily,3.90,5.77,5.77,"https://asim.esimqr.link/pay/usd/AM_1_Daily","https://asim.esimqr.link/?slug=AM_1_Daily"
"Armenia 2GB/Day",AM_2_Daily,7.20,9.65,9.65,"https://asim.esimqr.link/pay/usd/AM_2_Daily","https://asim.esimqr.link/?slug=AM_2_Daily"
"Armenia 3GB 15Days",AM_3_15,9.90,12.83,12.83,"https://asim.esimqr.link/pay/usd/AM_3_15","https://asim.esimqr.link/?slug=AM_3_15"
"Armenia 3GB 30Days",AM_3_30,10.50,13.53,13.53,"https://asim.esimqr.link/pay/usd/AM_3_30","https://asim.esimqr.link/?slug=AM_3_30"
"Armenia 5GB 30Days",AM_5_30,21.00,25.89,25.89,"https://asim.esimqr.link/pay/usd/AM_5_30","https://asim.esimqr.link/?slug=AM_5_30"
"Armenia 10GB 30Days",AM_10_30,37.00,44.71,44.71,"https://asim.esimqr.link/pay/usd/AM_10_30","https://asim.esimqr.link/?slug=AM_10_30"
"Armenia 20GB 30Days",AM_20_30,63.00,75.30,75.30,"https://asim.esimqr.link/pay/usd/AM_20_30","https://asim.esimqr.link/?slug=AM_20_30"
"Australia 100MB 7Days",AU_0.1_7,0.30,1.53,1.53,"https://asim.esimqr.link/pay/usd/AU_0.1_7","https://asim.esimqr.link/?slug=AU_0.1_7"
"Australia 500MB 7Days",AU_0.5_7,0.40,1.65,1.65,"https://asim.esimqr.link/pay/usd/AU_0.5_7","https://asim.esimqr.link/?slug=AU_0.5_7"
"Australia 500MB/Day",AU_0.5_Daily_nonhkip,0.62,1.91,1.91,"https://asim.esimqr.link/pay/usd/AU_0.5_Daily_nonhkip","https://asim.esimqr.link/?slug=AU_0.5_Daily_nonhkip"
"Australia 1GB 7Days",AU_1_7_nonhkip,1.02,2.38,2.38,"https://asim.esimqr.link/pay/usd/AU_1_7_nonhkip","https://asim.esimqr.link/?slug=AU_1_7_nonhkip"
"Australia 1GB/Day",AU_1_Daily_nonhkip,1.06,2.43,2.43,"https://asim.esimqr.link/pay/usd/AU_1_Daily_nonhkip","https://asim.esimqr.link/?slug=AU_1_Daily_nonhkip"
"Australia 3GB 15Days",AU_3_15_nonhkip,2.72,4.38,4.38,"https://asim.esimqr.link/pay/usd/AU_3_15_nonhkip","https://asim.esimqr.link/?slug=AU_3_15_nonhkip"
"Australia 3GB 30Days",AU_3_30_nonhkip,2.89,4.58,4.58,"https://asim.esimqr.link/pay/usd/AU_3_30_nonhkip","https://asim.esimqr.link/?slug=AU_3_30_nonhkip"
"Australia 2GB/Day",AU_2_Daily_nonhkip,1.94,3.46,3.46,"https://asim.esimqr.link/pay/usd/AU_2_Daily_nonhkip","https://asim.esimqr.link/?slug=AU_2_Daily_nonhkip"
"Australia 3GB/Day",AU_3_Daily_nonhkip,2.64,4.29,4.29,"https://asim.esimqr.link/pay/usd/AU_3_Daily_nonhkip","https://asim.esimqr.link/?slug=AU_3_Daily_nonhkip"
"Australia 5GB 30Days",AU_5_30_nonhkip,4.53,6.51,6.51,"https://asim.esimqr.link/pay/usd/AU_5_30_nonhkip","https://asim.esimqr.link/?slug=AU_5_30_nonhkip"
"Australia 5GB/Day",AU_5_Daily_nonhkip,3.96,5.84,5.84,"https://asim.esimqr.link/pay/usd/AU_5_Daily_nonhkip","https://asim.esimqr.link/?slug=AU_5_Daily_nonhkip"
"Australia 10GB 30Days",AU_10_30_nonhkip,8.49,11.17,11.17,"https://asim.esimqr.link/pay/usd/AU_10_30_nonhkip","https://asim.esimqr.link/?slug=AU_10_30_nonhkip"
"Australia 10GB/Day",AU_10_Daily_nonhkip,7.48,9.98,9.98,"https://asim.esimqr.link/pay/usd/AU_10_Daily_nonhkip","https://asim.esimqr.link/?slug=AU_10_Daily_nonhkip"
"Australia 20GB 30Days",AU_20_30_nonhkip,15.84,19.82,19.82,"https://asim.esimqr.link/pay/usd/AU_20_30_nonhkip","https://asim.esimqr.link/?slug=AU_20_30_nonhkip"
"Australia 50GB 30Days",AU_50_30,17.00,21.18,21.18,"https://asim.esimqr.link/pay/usd/AU_50_30","https://asim.esimqr.link/?slug=AU_50_30"
"Australia 50GB 180Days",AU_50_180,28.00,34.12,34.12,"https://asim.esimqr.link/pay/usd/AU_50_180","https://asim.esimqr.link/?slug=AU_50_180"
"Austria 500MB/Day",AT_0.5_Daily,0.50,1.77,1.77,"https://asim.esimqr.link/pay/usd/AT_0.5_Daily","https://asim.esimqr.link/?slug=AT_0.5_Daily"
"Austria 1GB/Day",AT_1_Daily,0.80,2.12,2.12,"https://asim.esimqr.link/pay/usd/AT_1_Daily","https://asim.esimqr.link/?slug=AT_1_Daily"
"Austria 1GB 7Days",AT_1_7,0.90,2.24,2.24,"https://asim.esimqr.link/pay/usd/AT_1_7","https://asim.esimqr.link/?slug=AT_1_7"
"Austria 2GB/Day",AT_2_Daily,1.50,2.95,2.95,"https://asim.esimqr.link/pay/usd/AT_2_Daily","https://asim.esimqr.link/?slug=AT_2_Daily"
"Austria 3GB 15Days",AT_3_15,2.20,3.77,3.77,"https://asim.esimqr.link/pay/usd/AT_3_15","https://asim.esimqr.link/?slug=AT_3_15"
"Austria 3GB 30Days",AT_3_30,2.30,3.89,3.89,"https://asim.esimqr.link/pay/usd/AT_3_30","https://asim.esimqr.link/?slug=AT_3_30"
"Austria 5GB 30Days",AT_5_30,3.40,5.18,5.18,"https://asim.esimqr.link/pay/usd/AT_5_30","https://asim.esimqr.link/?slug=AT_5_30"
"Austria 10GB 30Days",AT_10_30,6.10,8.36,8.36,"https://asim.esimqr.link/pay/usd/AT_10_30","https://asim.esimqr.link/?slug=AT_10_30"
"Austria 20GB 30Days",AT_20_30,9.90,12.83,12.83,"https://asim.esimqr.link/pay/usd/AT_20_30","https://asim.esimqr.link/?slug=AT_20_30"
"Austria 50GB 180Days",AT_50_180,22.00,27.06,27.06,"https://asim.esimqr.link/pay/usd/AT_50_180","https://asim.esimqr.link/?slug=AT_50_180"
"Azerbaijan 100MB 7Days",AZ_0.1_7,0.79,2.11,2.11,"https://asim.esimqr.link/pay/usd/AZ_0.1_7","https://asim.esimqr.link/?slug=AZ_0.1_7"
"Azerbaijan 500MB 7Days",AZ_0.5_7,3.90,5.77,5.77,"https://asim.esimqr.link/pay/usd/AZ_0.5_7","https://asim.esimqr.link/?slug=AZ_0.5_7"
"Azerbaijan 500MB/Day",AZ_0.5_Daily,4.00,5.89,5.89,"https://asim.esimqr.link/pay/usd/AZ_0.5_Daily","https://asim.esimqr.link/?slug=AZ_0.5_Daily"
"Azerbaijan 1GB/Day",AZ_1_Daily,7.00,9.42,9.42,"https://asim.esimqr.link/pay/usd/AZ_1_Daily","https://asim.esimqr.link/?slug=AZ_1_Daily"
"Azerbaijan 1GB 7Days",AZ_1_7,7.10,9.53,9.53,"https://asim.esimqr.link/pay/usd/AZ_1_7","https://asim.esimqr.link/?slug=AZ_1_7"
"Azerbaijan 2GB/Day",AZ_2_Daily,12.00,15.30,15.30,"https://asim.esimqr.link/pay/usd/AZ_2_Daily","https://asim.esimqr.link/?slug=AZ_2_Daily"
"Azerbaijan 3GB 15Days",AZ_3_15,17.60,21.89,21.89,"https://asim.esimqr.link/pay/usd/AZ_3_15","https://asim.esimqr.link/?slug=AZ_3_15"
"Azerbaijan 3GB 30Days",AZ_3_30,17.90,22.24,22.24,"https://asim.esimqr.link/pay/usd/AZ_3_30","https://asim.esimqr.link/?slug=AZ_3_30"
"Azerbaijan 5GB 30Days",AZ_5_30,26.00,31.77,31.77,"https://asim.esimqr.link/pay/usd/AZ_5_30","https://asim.esimqr.link/?slug=AZ_5_30"
"Azerbaijan 10GB 30Days",AZ_10_30,46.00,55.30,55.30,"https://asim.esimqr.link/pay/usd/AZ_10_30","https://asim.esimqr.link/?slug=AZ_10_30"
